Timestamp,Frame_Index,Source,Flow_Mode,FPS,Tracked_Vectors,Displacement_dX_px,Displacement_dY_px,Speed_px_f,Heading_deg,Divergence,Obstacle_Risk,Cumulative_Drift_X_px,Cumulative_Drift_Y_px
2026-07-21T12:49:15.048362,1,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,54.1,42,0.76,-0.96,1.23,-51.7,2.699,HIGH,0.8,-1.0
2026-07-21T12:49:15.079133,2,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,45.6,37,1.39,-0.76,1.59,-28.7,3.377,HIGH,2.2,-1.7
2026-07-21T12:49:15.111025,3,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,43.2,34,2.29,-1.14,2.55,-26.5,4.269,HIGH,4.4,-2.9
2026-07-21T12:49:15.137474,4,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,41.1,32,2.61,-0.52,2.66,-11.4,4.355,HIGH,7.0,-3.4
2026-07-21T12:49:15.161355,5,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,40.7,29,2.12,-0.75,2.25,-19.6,4.026,HIGH,9.2,-4.1
2026-07-21T12:49:15.185978,6,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,41.2,27,2.74,-1.09,2.95,-21.7,5.177,HIGH,11.9,-5.2
2026-07-21T12:49:15.213135,7,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,41.2,26,2.35,-0.43,2.39,-10.4,4.809,HIGH,14.3,-5.7
2026-07-21T12:49:15.236777,8,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,40.1,26,2.78,-1.13,3.0,-22.0,4.892,HIGH,17.0,-6.8
2026-07-21T12:49:15.269297,9,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,39.0,26,3.81,-0.94,3.92,-13.9,5.934,HIGH,20.9,-7.7
2026-07-21T12:49:15.298235,10,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,37.5,24,3.84,-0.34,3.85,-5.1,5.873,HIGH,24.7,-8.1
2026-07-21T12:49:15.338077,11,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,35.2,20,4.53,-1.36,4.73,-16.7,5.772,HIGH,29.2,-9.4
2026-07-21T12:49:15.383822,12,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,33.1,19,2.65,-0.22,2.66,-4.8,3.949,HIGH,31.9,-9.7
2026-07-21T12:49:15.424043,13,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,30.7,17,2.23,-0.2,2.23,-5.1,4.656,HIGH,34.1,-9.9
2026-07-21T12:49:15.457959,14,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,30.5,16,2.55,-2.17,3.34,-40.4,6.615,HIGH,36.6,-12.0
2026-07-21T12:49:15.493517,15,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,30.0,15,1.72,-0.74,1.88,-23.2,5.32,HIGH,38.4,-12.8
2026-07-21T12:49:15.540676,16,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,28.4,14,1.41,-1.85,2.33,-52.7,5.945,HIGH,39.8,-14.6
2026-07-21T12:49:15.601000,17,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,28.1,49,1.29,-0.2,1.31,-8.7,4.487,HIGH,41.1,-14.8
2026-07-21T12:49:15.628517,18,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,26.5,39,0.63,-0.51,0.81,-39.2,4.992,HIGH,41.7,-15.3
2026-07-21T12:49:15.663363,19,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,27.2,35,-0.95,-0.48,1.06,-153.3,4.888,HIGH,40.8,-15.8
2026-07-21T12:49:15.694466,20,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,27.7,30,-0.09,-0.83,0.84,-96.0,4.485,HIGH,40.7,-16.6
2026-07-21T12:49:15.724952,21,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,29.0,27,0.04,-1.07,1.07,-87.6,3.277,HIGH,40.7,-17.7
2026-07-21T12:49:15.748883,22,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,30.9,25,0.1,-1.31,1.31,-85.6,3.694,HIGH,40.8,-19.0
2026-07-21T12:49:15.776047,23,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,33.9,22,-0.11,-1.09,1.1,-96.0,2.604,HIGH,40.7,-20.1
2026-07-21T12:49:15.801648,24,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,33.0,19,-1.07,-1.98,2.25,-118.4,3.469,HIGH,39.6,-22.1
2026-07-21T12:49:15.815546,25,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,40.8,16,0.28,-1.31,1.34,-78.1,2.328,MEDIUM,39.9,-23.4
2026-07-21T12:49:15.857024,26,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,38.1,14,-0.13,-0.95,0.95,-98.0,2.136,MEDIUM,39.8,-24.3
2026-07-21T12:49:15.890227,27,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,39.8,43,-2.47,-1.49,2.89,-148.9,5.498,HIGH,37.3,-25.8
2026-07-21T12:49:15.915110,28,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,39.0,36,-3.8,-0.99,3.93,-165.4,6.983,HIGH,33.5,-26.8
2026-07-21T12:49:15.940270,29,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,36.9,33,-3.19,-0.98,3.33,-162.8,6.876,HIGH,30.3,-27.8
2026-07-21T12:49:15.970151,30,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,35.8,27,0.29,-0.31,0.43,-46.4,4.462,HIGH,30.6,-28.1
2026-07-21T12:49:15.994087,31,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,39.4,24,0.14,-0.01,0.14,-3.7,4.952,HIGH,30.8,-28.1
2026-07-21T12:49:16.021945,32,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,37.7,23,-1.71,-0.18,1.72,-173.9,4.506,HIGH,29.0,-28.3
2026-07-21T12:49:16.048310,33,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,38.0,22,-1.57,-0.09,1.57,-176.7,4.591,HIGH,27.5,-28.4
2026-07-21T12:49:16.068012,34,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,38.9,21,-1.65,-0.15,1.65,-175.0,5.357,HIGH,25.8,-28.5
2026-07-21T12:49:16.097314,35,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,45.6,20,-2.81,-0.59,2.87,-168.1,4.282,HIGH,23.0,-29.1
2026-07-21T12:49:16.118778,36,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,41.9,18,-1.97,0.12,1.97,176.6,5.142,HIGH,21.0,-29.0
2026-07-21T12:49:16.138774,37,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,43.5,16,-1.69,-0.7,1.83,-157.6,4.984,HIGH,19.4,-29.7
2026-07-21T12:49:16.167979,38,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,41.6,15,-0.99,-0.23,1.02,-167.1,4.805,HIGH,18.4,-30.0
2026-07-21T12:49:16.187278,39,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,43.7,15,-1.28,-0.32,1.32,-165.8,5.443,HIGH,17.1,-30.3
2026-07-21T12:49:16.218475,40,uploads\Bowling_FPV_Video_-_Cinewhoop_-_Skypower__1080p_.mp4,sparse,41.4,15,-1.63,-0.44,1.69,-164.7,6.188,HIGH,15.5,-30.7
